"fips" "mkt" "statefp"
"48045" 108 "48"
"48047" 275 "48"
"48049" 13 "48"
"48051" 302 "48"
"48053" 128 "48"
"48055" 608 "48"
"48057" 255 "48"
"48059" 13 "48"
"48061" 609 "48"
"48063" 199 "48"
"48065" 108 "48"
"48067" 225 "48"
"48069" 108 "48"
"48071" 610 "48"
"48073" 199 "48"
"48075" 108 "48"
"48077" 6 "48"
"48079" 108 "48"
"48081" 13 "48"
"48083" 13 "48"
"48085" 611 "48"
"48087" 108 "48"
"48089" 167 "48"
"48091" 72 "48"
"48093" 612 "48"
"48095" 13 "48"
"48097" 77 "48"
"48099" 276 "48"
"48101" 108 "48"
"48103" 254 "48"
"48105" 13 "48"
"48107" 108 "48"
"48109" 108 "48"
"48111" 108 "48"
"48113" 204 "48"
"48115" 108 "48"
"48117" 108 "48"
"48119" 145 "48"
"48121" 613 "48"
"48123" 255 "48"
"48125" 108 "48"
"48127" 72 "48"
"48129" 108 "48"
"48131" 275 "48"
"48133" 13 "48"
"48135" 254 "48"
"48137" 72 "48"
"48139" 204 "48"
"48141" 614 "48"
"48143" 139 "48"
"48145" 175 "48"
"48147" 77 "48"
"48149" 167 "48"
"48151" 13 "48"
"48153" 108 "48"
"48155" 6 "48"
"48157" 615 "48"
"48159" 199 "48"
"48161" 175 "48"
"48163" 72 "48"
"48165" 108 "48"
"48167" 616 "48"
"48169" 108 "48"
"48171" 72 "48"
"48173" 108 "48"
"48175" 255 "48"
"48177" 72 "48"
"48179" 108 "48"
"48181" 77 "48"
"48183" 246 "48"
"48185" 302 "48"
"48187" 72 "48"
"48189" 108 "48"
"48191" 108 "48"
"48193" 175 "48"
"48195" 108 "48"
"48197" 6 "48"
"48199" 293 "48"
"48201" 617 "48"
"48203" 246 "48"
"48205" 108 "48"
"48207" 13 "48"
"48209" 618 "48"
"48211" 108 "48"
"48213" 199 "48"
"48215" 20 "48"
"48217" 175 "48"
"48219" 108 "48"
"48221" 139 "48"
"48223" 199 "48"
"48225" 150 "48"
"48227" 291 "48"
"48229" 619 "48"
"48231" 620 "48"
"48233" 108 "48"
"48235" 13 "48"
"48237" 6 "48"
"48239" 255 "48"
"48241" 293 "48"
"48243" 254 "48"
"48245" 293 "48"
"48247" 275 "48"
"48249" 275 "48"
"48251" 139 "48"
"48253" 13 "48"
"48255" 72 "48"
"48257" 621 "48"
"48259" 72 "48"
"48261" 275 "48"
"48263" 108 "48"
"48265" 72 "48"
"48267" 72 "48"
"48269" 108 "48"
"48271" 72 "48"
"48273" 275 "48"
"48275" 13 "48"
"48277" 145 "48"
"48279" 108 "48"
"48281" 276 "48"
"48283" 72 "48"
"48285" 255 "48"
"48287" 167 "48"
"48289" 302 "48"
"48291" 622 "48"
"48293" 175 "48"
"48295" 108 "48"
"48297" 72 "48"
"48299" 128 "48"
"48301" 291 "48"
"48303" 108 "48"
"48305" 108 "48"
"48307" 13 "48"
"48309" 175 "48"
"48311" 72 "48"
"48313" 302 "48"
"48315" 246 "48"
"48317" 291 "48"
"48319" 72 "48"
"48321" 623 "48"
"48323" 72 "48"
"48325" 72 "48"
"48327" 13 "48"
"48329" 291 "48"
"48331" 276 "48"
"48333" 276 "48"
"48335" 13 "48"
"48337" 6 "48"
"48339" 59 "48"
"48341" 108 "48"
"48343" 246 "48"
"48345" 108 "48"
"48347" 624 "48"
"48349" 204 "48"
"48351" 293 "48"
"48353" 13 "48"
"48355" 275 "48"
"48357" 108 "48"
"48359" 108 "48"
"48361" 293 "48"
"48363" 139 "48"
"48365" 246 "48"
"48367" 139 "48"
"48369" 108 "48"
"48371" 254 "48"
"48373" 150 "48"
"48375" 108 "48"
"48377" 254 "48"
"48379" 199 "48"
"48381" 108 "48"
"48383" 13 "48"
"48385" 72 "48"
"48387" 145 "48"
"48389" 254 "48"
"48391" 255 "48"
"48393" 108 "48"
"48395" 302 "48"
"48397" 625 "48"
"48399" 13 "48"
"48401" 199 "48"
"48403" 150 "48"
"48405" 150 "48"
"48407" 59 "48"
"48409" 275 "48"
"48411" 128 "48"
"48413" 13 "48"
"48415" 108 "48"
"48417" 13 "48"
"48419" 626 "48"
"48421" 108 "48"
"48423" 199 "48"
"48425" 139 "48"
"48427" 20 "48"
"48429" 13 "48"
"48431" 13 "48"
"48433" 13 "48"
"48435" 13 "48"
"48437" 108 "48"
"48439" 139 "48"
"48441" 13 "48"
"48443" 13 "48"
"48445" 108 "48"
"48447" 13 "48"
"48449" 199 "48"
"48451" 13 "48"
"48453" 167 "48"
"48455" 59 "48"
"48457" 293 "48"
"48459" 246 "48"
"48461" 254 "48"
"48463" 72 "48"
"48465" 72 "48"
"48467" 199 "48"
"48469" 255 "48"
"48471" 59 "48"
"48473" 627 "48"
"48475" 254 "48"
"48477" 302 "48"
"48479" 628 "48"
"48481" 629 "48"
"48483" 108 "48"
"48485" 6 "48"
"48487" 6 "48"
"48489" 630 "48"
"48491" 128 "48"
"48493" 72 "48"
"48495" 254 "48"
"48497" 631 "48"
"48499" 199 "48"
"48501" 108 "48"
"48503" 6 "48"
"48505" 632 "48"
"48507" 72 "48"
"49001" 281 "49"
"49003" 211 "49"
"49005" 211 "49"
"49007" 222 "49"
"49009" 273 "49"
"49011" 273 "49"
"49013" 273 "49"
"49015" 222 "49"
"49017" 281 "49"
"49019" 273 "49"
"49021" 281 "49"
"49023" 222 "49"
"49025" 281 "49"
"49027" 222 "49"
"49029" 211 "49"
"49031" 222 "49"
"49033" 273 "49"
"49035" 273 "49"
"49037" 633 "49"
"49039" 222 "49"
"49041" 222 "49"
"49043" 273 "49"
"49045" 273 "49"
"49047" 273 "49"
"49049" 222 "49"
"49051" 273 "49"
"49053" 281 "49"
"49055" 222 "49"
"49057" 211 "49"
"50001" 213 "50"
"50003" 132 "50"
"50005" 243 "50"
"50007" 213 "50"
"50009" 243 "50"
"50011" 213 "50"
"50013" 213 "50"
"50015" 213 "50"
"50017" 243 "50"
"50019" 243 "50"
"50021" 634 "50"
"50023" 213 "50"
"50025" 243 "50"
"50027" 243 "50"
"51001" 166 "51"
"51003" 27 "51"
"51005" 27 "51"
"51007" 46 "51"
"51009" 248 "51"
"51011" 248 "51"
"51013" 99 "51"
"51015" 27 "51"
"51017" 27 "51"
"51019" 27 "51"
"51021" 27 "51"
"51023" 27 "51"
"51025" 46 "51"
"51027" 228 "51"
"51029" 27 "51"
"51031" 248 "51"
"51033" 212 "51"
"51035" 144 "51"
"51036" 46 "51"
"51037" 248 "51"
"51041" 46 "51"
"51043" 67 "51"
"51045" 27 "51"
"51047" 27 "51"
"51049" 46 "51"
"51051" 197 "51"
"51053" 46 "51"
"51057" 46 "51"
"51059" 99 "51"
"51061" 99 "51"
"51063" 27 "51"
"51065" 27 "51"
"51067" 27 "51"
"51069" 67 "51"
"51071" 27 "51"
"51073" 237 "51"
"51075" 46 "51"
"51077" 144 "51"
"51079" 27 "51"
"51081" 46 "51"
"51083" 248 "51"
"51085" 46 "51"
"51087" 46 "51"
"51089" 27 "51"
"51091" 27 "51"
"51093" 237 "51"
"51095" 46 "51"
"51097" 46 "51"
"51099" 212 "51"
"51101" 46 "51"
"51103" 46 "51"
"51105" 197 "51"
"51107" 635 "51"
"51109" 27 "51"
"51111" 46 "51"
"51113" 27 "51"
"51115" 237 "51"
"51117" 46 "51"
"51119" 237 "51"
"51121" 27 "51"
"51125" 27 "51"
"51127" 46 "51"
"51131" 147 "51"
"51133" 46 "51"
"51135" 46 "51"
"51137" 27 "51"
"51139" 67 "51"
"51141" 27 "51"
"51143" 248 "51"
"51145" 46 "51"
"51147" 248 "51"
"51149" 46 "51"
"51153" 99 "51"
"51155" 27 "51"
"51157" 636 "51"
"51159" 46 "51"
"51161" 27 "51"
"51163" 27 "51"
"51165" 67 "51"
"51167" 228 "51"
"51169" 197 "51"
"51171" 67 "51"
"51173" 228 "51"
"51175" 147 "51"
"51177" 212 "51"
"51179" 212 "51"
"51181" 46 "51"
"51183" 46 "51"
"51185" 228 "51"
"51187" 67 "51"
"51191" 228 "51"
"51193" 212 "51"
"51195" 197 "51"
"51197" 27 "51"
"51199" 237 "51"
"51510" 99 "51"
"51520" 228 "51"
"51530" 27 "51"
"51540" 27 "51"
"51550" 147 "51"
"51570" 46 "51"
"51580" 27 "51"
"51590" 27 "51"
"51595" 46 "51"
"51600" 99 "51"
"51610" 99 "51"
"51620" 147 "51"
"51630" 212 "51"
"51640" 144 "51"
"51650" 237 "51"
"51660" 67 "51"
"51670" 46 "51"
"51678" 27 "51"
"51680" 248 "51"
"51683" 99 "51"
"51685" 99 "51"
"51690" 27 "51"
"51700" 237 "51"
"51710" 147 "51"
"51720" 197 "51"
"51730" 46 "51"
"51735" 237 "51"
"51740" 147 "51"
"51750" 27 "51"
"51760" 46 "51"
"51770" 27 "51"
"51775" 27 "51"
"51790" 27 "51"
"51800" 147 "51"
"51810" 637 "51"
"51820" 27 "51"
"51830" 46 "51"
"51840" 67 "51"
"53001" 216 "53"
"53003" 155 "53"
"53005" 149 "53"
"53007" 205 "53"
"53009" 638 "53"
"53011" 98 "53"
"53013" 149 "53"
"53015" 106 "53"
"53017" 205 "53"
"53019" 216 "53"
"53021" 149 "53"
"53023" 155 "53"
"53025" 205 "53"
"53027" 7 "53"
"53029" 639 "53"
"53031" 94 "53"
"53033" 640 "53"
"53035" 94 "53"
"53037" 641 "53"
"53039" 183 "53"
"53041" 7 "53"
"53043" 216 "53"
"53045" 7 "53"
"53047" 205 "53"
"53049" 642 "53"
"53051" 216 "53"
"53053" 643 "53"
"53057" 644 "53"
"53059" 98 "53"
"53061" 645 "53"
"53063" 216 "53"
"53065" 216 "53"
"53067" 7 "53"
"53069" 106 "53"
"53071" 262 "53"
"53073" 646 "53"
"53075" 216 "53"
"53077" 647 "53"
"54001" 23 "54"
"54003" 67 "54"
"54005" 23 "54"
"54007" 23 "54"
"54009" 44 "54"
"54011" 270 "54"
"54013" 23 "54"
"54015" 23 "54"
"54017" 23 "54"
"54019" 23 "54"
"54021" 23 "54"
"54023" 67 "54"
"54025" 23 "54"
"54027" 67 "54"
"54029" 648 "54"
"54031" 67 "54"
"54033" 23 "54"
"54035" 23 "54"
"54037" 67 "54"
"54039" 23 "54"
"54041" 23 "54"
"54043" 23 "54"
"54045" 23 "54"
"54047" 23 "54"
"54049" 23 "54"
"54051" 23 "54"
"54053" 270 "54"
"54055" 23 "54"
"54057" 23 "54"
"54059" 4 "54"
"54061" 23 "54"
"54063" 27 "54"
"54065" 67 "54"
"54067" 23 "54"
"54069" 44 "54"
"54071" 67 "54"
"54073" 23 "54"
"54075" 23 "54"
"54077" 23 "54"
"54079" 23 "54"
"54081" 23 "54"
"54083" 23 "54"
"54085" 23 "54"
"54087" 23 "54"
"54089" 23 "54"
"54091" 23 "54"
"54093" 23 "54"
"54095" 23 "54"
"54097" 23 "54"
"54099" 270 "54"
"54101" 23 "54"
"54103" 23 "54"
"54105" 23 "54"
"54107" 23 "54"
"54109" 23 "54"
"55001" 247 "55"
"55003" 299 "55"
"55005" 301 "55"
"55007" 299 "55"
"55009" 61 "55"
"55011" 34 "55"
"55013" 649 "55"
"55015" 75 "55"
"55017" 301 "55"
"55019" 104 "55"
"55021" 247 "55"
"55023" 34 "55"
"55025" 247 "55"
"55027" 247 "55"
"55029" 61 "55"
"55031" 299 "55"
"55033" 301 "55"
"55035" 301 "55"
"55037" 61 "55"
"55039" 650 "55"
"55041" 104 "55"
"55043" 247 "55"
"55045" 247 "55"
"55047" 651 "55"
"55049" 247 "55"
"55051" 104 "55"
"55053" 34 "55"
"55055" 247 "55"
"55057" 247 "55"
"55059" 652 "55"
"55061" 61 "55"
"55063" 34 "55"
"55065" 247 "55"
"55067" 104 "55"
"55069" 104 "55"
"55071" 61 "55"
"55073" 104 "55"
"55075" 61 "55"
"55077" 247 "55"
"55078" 75 "55"
"55079" 653 "55"
"55081" 34 "55"
"55083" 61 "55"
"55085" 104 "55"
"55087" 75 "55"
"55089" 654 "55"
"55091" 301 "55"
"55093" 174 "55"
"55095" 655 "55"
"55097" 104 "55"
"55099" 104 "55"
"55101" 84 "55"
"55103" 247 "55"
"55105" 656 "55"
"55107" 301 "55"
"55109" 174 "55"
"55111" 247 "55"
"55113" 299 "55"
"55115" 104 "55"
"55117" 657 "55"
"55119" 104 "55"
"55121" 34 "55"
"55123" 34 "55"
"55125" 104 "55"
"55127" 84 "55"
"55129" 299 "55"
"55131" 658 "55"
"55133" 659 "55"
"55135" 75 "55"
"55137" 75 "55"
"55139" 75 "55"
"55141" 104 "55"
"56001" 76 "56"
"56003" 3 "56"
"56005" 660 "56"
"56007" 288 "56"
"56009" 288 "56"
"56011" 3 "56"
"56013" 288 "56"
"56015" 50 "56"
"56017" 3 "56"
"56019" 288 "56"
"56021" 50 "56"
"56023" 227 "56"
"56025" 288 "56"
"56027" 50 "56"
"56029" 3 "56"
"56031" 50 "56"
"56033" 3 "56"
"56035" 227 "56"
"56037" 273 "56"
"56039" 661 "56"
"56041" 273 "56"
"56043" 3 "56"
"56045" 3 "56"
