"fips" "mkt" "statefp"
"26085" 103 "26"
"26087" 483 "26"
"26089" 234 "26"
"26091" 218 "26"
"26093" 484 "26"
"26095" 138 "26"
"26097" 47 "26"
"26099" 485 "26"
"26101" 234 "26"
"26103" 138 "26"
"26105" 103 "26"
"26107" 103 "26"
"26109" 61 "26"
"26111" 186 "26"
"26113" 234 "26"
"26115" 218 "26"
"26117" 103 "26"
"26119" 47 "26"
"26121" 103 "26"
"26123" 103 "26"
"26125" 486 "26"
"26127" 103 "26"
"26129" 28 "26"
"26131" 138 "26"
"26133" 234 "26"
"26135" 234 "26"
"26137" 234 "26"
"26139" 103 "26"
"26141" 47 "26"
"26143" 234 "26"
"26145" 28 "26"
"26147" 487 "26"
"26149" 134 "26"
"26151" 488 "26"
"26153" 138 "26"
"26155" 65 "26"
"26157" 28 "26"
"26159" 134 "26"
"26161" 489 "26"
"26163" 490 "26"
"26165" 234 "26"
"27001" 491 "27"
"27003" 64 "27"
"27005" 3 "27"
"27007" 3 "27"
"27009" 64 "27"
"27011" 3 "27"
"27013" 34 "27"
"27015" 220 "27"
"27017" 299 "27"
"27019" 220 "27"
"27021" 64 "27"
"27023" 64 "27"
"27025" 492 "27"
"27027" 3 "27"
"27029" 3 "27"
"27031" 299 "27"
"27033" 3 "27"
"27035" 64 "27"
"27037" 174 "27"
"27039" 34 "27"
"27041" 64 "27"
"27043" 34 "27"
"27045" 34 "27"
"27047" 34 "27"
"27049" 34 "27"
"27051" 3 "27"
"27053" 220 "27"
"27055" 34 "27"
"27057" 3 "27"
"27059" 220 "27"
"27061" 299 "27"
"27063" 3 "27"
"27065" 220 "27"
"27067" 64 "27"
"27069" 3 "27"
"27071" 299 "27"
"27073" 493 "27"
"27075" 299 "27"
"27077" 3 "27"
"27079" 34 "27"
"27081" 3 "27"
"27083" 3 "27"
"27085" 220 "27"
"27087" 3 "27"
"27089" 3 "27"
"27091" 34 "27"
"27093" 64 "27"
"27095" 64 "27"
"27097" 64 "27"
"27099" 34 "27"
"27101" 3 "27"
"27103" 34 "27"
"27105" 3 "27"
"27107" 3 "27"
"27109" 34 "27"
"27111" 3 "27"
"27113" 3 "27"
"27115" 220 "27"
"27117" 3 "27"
"27119" 3 "27"
"27121" 64 "27"
"27123" 174 "27"
"27125" 3 "27"
"27127" 494 "27"
"27129" 64 "27"
"27131" 220 "27"
"27133" 3 "27"
"27135" 3 "27"
"27137" 299 "27"
"27139" 220 "27"
"27141" 64 "27"
"27143" 220 "27"
"27145" 64 "27"
"27147" 34 "27"
"27149" 64 "27"
"27151" 64 "27"
"27153" 64 "27"
"27155" 3 "27"
"27157" 34 "27"
"27159" 64 "27"
"27161" 34 "27"
"27163" 174 "27"
"27165" 34 "27"
"27167" 3 "27"
"27169" 34 "27"
"27171" 64 "27"
"27173" 3 "27"
"28001" 63 "28"
"28003" 143 "28"
"28005" 1 "28"
"28007" 1 "28"
"28009" 143 "28"
"28011" 152 "28"
"28013" 143 "28"
"28015" 1 "28"
"28017" 143 "28"
"28019" 143 "28"
"28021" 63 "28"
"28023" 250 "28"
"28025" 143 "28"
"28027" 495 "28"
"28029" 1 "28"
"28031" 274 "28"
"28033" 195 "28"
"28035" 274 "28"
"28037" 1 "28"
"28039" 181 "28"
"28041" 274 "28"
"28043" 40 "28"
"28045" 5 "28"
"28047" 5 "28"
"28049" 1 "28"
"28051" 1 "28"
"28053" 1 "28"
"28055" 152 "28"
"28057" 143 "28"
"28059" 5 "28"
"28061" 274 "28"
"28063" 63 "28"
"28065" 274 "28"
"28067" 274 "28"
"28069" 250 "28"
"28071" 40 "28"
"28073" 274 "28"
"28075" 250 "28"
"28077" 274 "28"
"28079" 1 "28"
"28081" 143 "28"
"28083" 1 "28"
"28085" 1 "28"
"28087" 143 "28"
"28089" 1 "28"
"28091" 274 "28"
"28093" 195 "28"
"28095" 143 "28"
"28097" 1 "28"
"28099" 250 "28"
"28101" 250 "28"
"28103" 143 "28"
"28105" 143 "28"
"28107" 40 "28"
"28109" 274 "28"
"28111" 274 "28"
"28113" 1 "28"
"28115" 143 "28"
"28117" 143 "28"
"28119" 40 "28"
"28121" 1 "28"
"28123" 1 "28"
"28125" 152 "28"
"28127" 1 "28"
"28129" 1 "28"
"28131" 274 "28"
"28133" 152 "28"
"28135" 40 "28"
"28137" 40 "28"
"28139" 143 "28"
"28141" 143 "28"
"28143" 40 "28"
"28145" 143 "28"
"28147" 274 "28"
"28149" 63 "28"
"28151" 152 "28"
"28153" 274 "28"
"28155" 143 "28"
"28157" 233 "28"
"28159" 1 "28"
"28161" 40 "28"
"28163" 1 "28"
"29001" 14 "29"
"29003" 101 "29"
"29005" 26 "29"
"29007" 14 "29"
"29009" 120 "29"
"29011" 242 "29"
"29013" 496 "29"
"29015" 177 "29"
"29017" 48 "29"
"29019" 14 "29"
"29021" 101 "29"
"29023" 48 "29"
"29025" 101 "29"
"29027" 14 "29"
"29029" 14 "29"
"29031" 48 "29"
"29033" 101 "29"
"29035" 48 "29"
"29037" 118 "29"
"29039" 120 "29"
"29041" 14 "29"
"29043" 120 "29"
"29045" 14 "29"
"29047" 101 "29"
"29049" 101 "29"
"29051" 14 "29"
"29053" 14 "29"
"29055" 14 "29"
"29057" 120 "29"
"29059" 120 "29"
"29061" 101 "29"
"29063" 101 "29"
"29065" 14 "29"
"29067" 120 "29"
"29069" 229 "29"
"29071" 25 "29"
"29073" 14 "29"
"29075" 101 "29"
"29077" 120 "29"
"29079" 101 "29"
"29081" 101 "29"
"29083" 118 "29"
"29085" 120 "29"
"29087" 101 "29"
"29089" 14 "29"
"29091" 120 "29"
"29093" 25 "29"
"29095" 118 "29"
"29097" 242 "29"
"29099" 25 "29"
"29101" 118 "29"
"29103" 14 "29"
"29105" 120 "29"
"29107" 497 "29"
"29109" 120 "29"
"29111" 14 "29"
"29113" 164 "29"
"29115" 14 "29"
"29117" 118 "29"
"29119" 242 "29"
"29121" 14 "29"
"29123" 48 "29"
"29125" 14 "29"
"29127" 14 "29"
"29129" 118 "29"
"29131" 14 "29"
"29133" 48 "29"
"29135" 14 "29"
"29137" 14 "29"
"29139" 14 "29"
"29141" 14 "29"
"29143" 48 "29"
"29145" 242 "29"
"29147" 101 "29"
"29149" 120 "29"
"29151" 14 "29"
"29153" 120 "29"
"29155" 153 "29"
"29157" 48 "29"
"29159" 14 "29"
"29161" 14 "29"
"29163" 164 "29"
"29165" 101 "29"
"29167" 120 "29"
"29169" 120 "29"
"29171" 14 "29"
"29173" 14 "29"
"29175" 14 "29"
"29177" 101 "29"
"29179" 48 "29"
"29181" 48 "29"
"29183" 164 "29"
"29185" 177 "29"
"29186" 25 "29"
"29187" 25 "29"
"29189" 25 "29"
"29195" 14 "29"
"29197" 14 "29"
"29199" 14 "29"
"29201" 48 "29"
"29203" 120 "29"
"29205" 14 "29"
"29207" 48 "29"
"29209" 120 "29"
"29211" 14 "29"
"29213" 120 "29"
"29215" 120 "29"
"29217" 242 "29"
"29219" 164 "29"
"29221" 25 "29"
"29223" 48 "29"
"29225" 120 "29"
"29227" 101 "29"
"29229" 120 "29"
"29510" 221 "29"
"30001" 193 "30"
"30003" 3 "30"
"30005" 3 "30"
"30007" 30 "30"
"30009" 3 "30"
"30011" 3 "30"
"30013" 251 "30"
"30015" 251 "30"
"30017" 3 "30"
"30019" 3 "30"
"30021" 3 "30"
"30023" 193 "30"
"30025" 3 "30"
"30027" 3 "30"
"30029" 264 "30"
"30031" 203 "30"
"30033" 3 "30"
"30035" 251 "30"
"30037" 3 "30"
"30039" 193 "30"
"30041" 251 "30"
"30043" 30 "30"
"30045" 3 "30"
"30047" 193 "30"
"30049" 30 "30"
"30051" 251 "30"
"30053" 264 "30"
"30055" 3 "30"
"30057" 203 "30"
"30059" 251 "30"
"30061" 193 "30"
"30063" 193 "30"
"30065" 3 "30"
"30067" 3 "30"
"30069" 3 "30"
"30071" 3 "30"
"30073" 251 "30"
"30075" 3 "30"
"30077" 193 "30"
"30079" 3 "30"
"30081" 193 "30"
"30083" 3 "30"
"30085" 3 "30"
"30087" 3 "30"
"30089" 193 "30"
"30091" 3 "30"
"30093" 30 "30"
"30095" 3 "30"
"30097" 3 "30"
"30099" 251 "30"
"30101" 251 "30"
"30103" 3 "30"
"30105" 3 "30"
"30107" 3 "30"
"30109" 3 "30"
"30111" 3 "30"
"31001" 22 "31"
"31003" 279 "31"
"31005" 36 "31"
"31007" 50 "31"
"31009" 36 "31"
"31011" 26 "31"
"31013" 50 "31"
"31015" 26 "31"
"31017" 36 "31"
"31019" 36 "31"
"31021" 26 "31"
"31023" 26 "31"
"31025" 26 "31"
"31027" 3 "31"
"31029" 36 "31"
"31031" 36 "31"
"31033" 498 "31"
"31035" 26 "31"
"31037" 26 "31"
"31039" 26 "31"
"31041" 36 "31"
"31043" 298 "31"
"31045" 50 "31"
"31047" 36 "31"
"31049" 36 "31"
"31051" 298 "31"
"31053" 26 "31"
"31055" 26 "31"
"31057" 499 "31"
"31059" 26 "31"
"31061" 36 "31"
"31063" 36 "31"
"31065" 36 "31"
"31067" 26 "31"
"31069" 50 "31"
"31071" 36 "31"
"31073" 36 "31"
"31075" 50 "31"
"31077" 36 "31"
"31079" 36 "31"
"31081" 26 "31"
"31083" 36 "31"
"31085" 36 "31"
"31087" 36 "31"
"31089" 279 "31"
"31091" 36 "31"
"31093" 36 "31"
"31095" 26 "31"
"31097" 26 "31"
"31099" 36 "31"
"31101" 36 "31"
"31103" 36 "31"
"31105" 50 "31"
"31107" 279 "31"
"31109" 26 "31"
"31111" 36 "31"
"31113" 36 "31"
"31115" 36 "31"
"31117" 36 "31"
"31119" 279 "31"
"31121" 26 "31"
"31123" 50 "31"
"31125" 26 "31"
"31127" 26 "31"
"31129" 22 "31"
"31131" 26 "31"
"31133" 26 "31"
"31135" 36 "31"
"31137" 36 "31"
"31139" 279 "31"
"31141" 26 "31"
"31143" 26 "31"
"31145" 36 "31"
"31147" 26 "31"
"31149" 36 "31"
"31151" 26 "31"
"31153" 26 "31"
"31155" 26 "31"
"31157" 50 "31"
"31159" 26 "31"
"31161" 50 "31"
"31163" 36 "31"
"31165" 50 "31"
"31167" 279 "31"
"31169" 26 "31"
"31171" 36 "31"
"31173" 298 "31"
"31175" 36 "31"
"31177" 26 "31"
"31179" 279 "31"
"31181" 22 "31"
"31183" 36 "31"
"31185" 26 "31"
"32001" 2 "32"
"32003" 500 "32"
"32005" 2 "32"
"32007" 273 "32"
"32009" 2 "32"
"32011" 273 "32"
"32013" 2 "32"
"32015" 2 "32"
"32017" 281 "32"
"32019" 2 "32"
"32021" 2 "32"
"32023" 501 "32"
"32027" 2 "32"
"32029" 2 "32"
"32031" 2 "32"
"32033" 273 "32"
"32510" 2 "32"
"33001" 502 "33"
"33003" 503 "33"
"33005" 243 "33"
"33007" 243 "33"
"33009" 243 "33"
"33011" 504 "33"
"33013" 505 "33"
"33015" 506 "33"
"33017" 507 "33"
"33019" 243 "33"
"34001" 508 "34"
"34003" 509 "34"
"34005" 510 "34"
"34007" 511 "34"
"34009" 512 "34"
"34011" 513 "34"
"34013" 514 "34"
"34015" 515 "34"
"34017" 516 "34"
"34019" 517 "34"
"34021" 518 "34"
"34023" 519 "34"
"34025" 520 "34"
"34027" 24 "34"
"34029" 521 "34"
"34031" 522 "34"
"34033" 39 "34"
"34035" 523 "34"
"34037" 24 "34"
"34039" 524 "34"
"34041" 525 "34"
"35001" 114 "35"
"35003" 114 "35"
"35005" 526 "35"
"35006" 114 "35"
"35007" 527 "35"
"35009" 108 "35"
"35011" 108 "35"
"35013" 187 "35"
"35015" 108 "35"
"35017" 187 "35"
"35019" 114 "35"
"35021" 108 "35"
"35023" 187 "35"
"35025" 108 "35"
"35027" 114 "35"
"35028" 114 "35"
"35029" 187 "35"
"35031" 114 "35"
"35033" 114 "35"
"35035" 528 "35"
"35037" 108 "35"
"35039" 114 "35"
"35041" 108 "35"
"35043" 114 "35"
"35045" 529 "35"
"35047" 114 "35"
"35049" 114 "35"
"35051" 187 "35"
"35053" 114 "35"
"35055" 114 "35"
"35057" 114 "35"
"35059" 108 "35"
"35061" 114 "35"
"36001" 132 "36"
"36003" 119 "36"
"36005" 530 "36"
"36007" 133 "36"
"36009" 190 "36"
"36011" 182 "36"
"36013" 62 "36"
"36015" 151 "36"
"36017" 133 "36"
"36019" 531 "36"
"36021" 132 "36"
"36023" 182 "36"
"36025" 133 "36"
"36027" 532 "36"
"36029" 190 "36"
"36031" 213 "36"
"36033" 213 "36"
"36035" 132 "36"
"36037" 119 "36"
"36039" 132 "36"
"36041" 132 "36"
"36043" 56 "36"
"36045" 182 "36"
"36047" 533 "36"
"36049" 182 "36"
"36051" 119 "36"
"36053" 182 "36"
"36055" 119 "36"
"36057" 132 "36"
"36059" 534 "36"
"36061" 535 "36"
"36063" 190 "36"
"36065" 56 "36"
"36067" 182 "36"
"36069" 119 "36"
"36071" 536 "36"
"36073" 119 "36"
"36075" 182 "36"
"36077" 133 "36"
"36079" 537 "36"
"36081" 538 "36"
"36083" 132 "36"
"36085" 539 "36"
"36087" 540 "36"
"36089" 541 "36"
"36091" 132 "36"
"36093" 132 "36"
"36095" 132 "36"
"36097" 151 "36"
"36099" 542 "36"
"36101" 151 "36"
"36103" 543 "36"
"36105" 544 "36"
"36107" 151 "36"
"36109" 545 "36"
"36111" 546 "36"
"36113" 132 "36"
"36115" 132 "36"
"36117" 119 "36"
"36119" 547 "36"
"36121" 119 "36"
"36123" 119 "36"
"37001" 194 "37"
"37003" 144 "37"
"37005" 144 "37"
"37007" 136 "37"
"37009" 144 "37"
"37011" 280 "37"
"37013" 272 "37"
"37015" 272 "37"
"37017" 169 "37"
"37019" 169 "37"
"37021" 280 "37"
"37023" 217 "37"
"37025" 41 "37"
"37027" 217 "37"
"37029" 147 "37"
"37031" 230 "37"
"37033" 170 "37"
"37035" 217 "37"
"37037" 194 "37"
"37039" 280 "37"
"37041" 272 "37"
"37043" 303 "37"
"37045" 136 "37"
"37047" 169 "37"
"37049" 272 "37"
"37051" 135 "37"
"37053" 147 "37"
"37055" 147 "37"
"37057" 144 "37"
"37059" 144 "37"
"37061" 272 "37"
"37063" 170 "37"
"37065" 272 "37"
"37067" 144 "37"
"37069" 185 "37"
"37071" 548 "37"
"37073" 147 "37"
"37075" 280 "37"
"37077" 170 "37"
"37079" 272 "37"
"37081" 159 "37"
"37083" 272 "37"
"37085" 185 "37"
"37087" 280 "37"
"37089" 280 "37"
"37091" 272 "37"
"37093" 158 "37"
"37095" 272 "37"
"37097" 549 "37"
"37099" 280 "37"
"37101" 185 "37"
"37103" 230 "37"
"37105" 158 "37"
"37107" 272 "37"
"37109" 136 "37"
"37111" 280 "37"
"37113" 280 "37"
"37115" 280 "37"
"37117" 272 "37"
"37119" 136 "37"
"37121" 280 "37"
"37123" 158 "37"
"37125" 158 "37"
"37127" 550 "37"
"37129" 169 "37"
"37131" 272 "37"
"37133" 169 "37"
"37135" 170 "37"
"37137" 230 "37"
"37139" 147 "37"
"37141" 169 "37"
"37143" 272 "37"
"37145" 170 "37"
"37147" 272 "37"
"37149" 280 "37"
"37151" 159 "37"
"37153" 158 "37"
"37155" 551 "37"
"37157" 159 "37"
"37159" 41 "37"
"37161" 552 "37"
"37163" 135 "37"
"37165" 158 "37"
"37167" 41 "37"
"37169" 144 "37"
"37171" 144 "37"
"37173" 280 "37"
"37175" 280 "37"
"37177" 272 "37"
"37179" 136 "37"
"37181" 170 "37"
"37183" 185 "37"
"37185" 170 "37"
"37187" 272 "37"
"37189" 553 "37"
"37191" 554 "37"
"37193" 144 "37"
"37195" 272 "37"
"37197" 144 "37"
"37199" 280 "37"
"38001" 3 "38"
"38003" 3 "38"
"38005" 3 "38"
"38007" 3 "38"
"38009" 300 "38"
"38011" 3 "38"
"38013" 300 "38"
"38015" 3 "38"
"38017" 3 "38"
"38019" 3 "38"
"38021" 3 "38"
"38023" 300 "38"
"38025" 3 "38"
"38027" 3 "38"
"38029" 3 "38"
"38031" 3 "38"
"38033" 3 "38"
"38035" 3 "38"
"38037" 3 "38"
"38039" 3 "38"
"38041" 3 "38"
"38043" 3 "38"
"38045" 3 "38"
"38047" 3 "38"
"38049" 300 "38"
"38051" 3 "38"
"38053" 3 "38"
"38055" 3 "38"
"38057" 3 "38"
"38059" 3 "38"
"38061" 3 "38"
"38063" 3 "38"
"38065" 3 "38"
"38067" 3 "38"
"38069" 300 "38"
"38071" 3 "38"
"38073" 3 "38"
"38075" 300 "38"
"38077" 3 "38"
"38079" 300 "38"
"38081" 3 "38"
"38083" 3 "38"
"38085" 3 "38"
"38087" 3 "38"
"38089" 3 "38"
"38091" 3 "38"
"38093" 3 "38"
"38095" 3 "38"
"38097" 3 "38"
"38099" 3 "38"
"38101" 300 "38"
"38103" 3 "38"
"38105" 300 "38"
"39001" 121 "39"
"39003" 266 "39"
"39005" 93 "39"
"39007" 555 "39"
"39009" 8 "39"
"39011" 266 "39"
"39013" 44 "39"
"39015" 556 "39"
"39017" 43 "39"
"39019" 111 "39"
"39021" 557 "39"
"39023" 558 "39"
"39025" 43 "39"
"39027" 43 "39"
"39029" 559 "39"
"39031" 156 "39"
"39033" 8 "39"
"39035" 560 "39"
"39037" 146 "39"
"39039" 218 "39"
"39041" 8 "39"
"39043" 202 "39"
"39045" 8 "39"
"39047" 8 "39"
"39049" 8 "39"
"39051" 218 "39"
"39053" 270 "39"
"39055" 561 "39"
"39057" 146 "39"
"39059" 156 "39"
"39061" 121 "39"
"39063" 68 "39"
"39065" 266 "39"
"39067" 44 "39"
"39069" 218 "39"
"39071" 53 "39"
"39073" 8 "39"
"39075" 111 "39"
"39077" 202 "39"
"39079" 8 "39"
"39081" 44 "39"
"39083" 8 "39"
"39085" 562 "39"
"39087" 4 "39"
"39089" 8 "39"
"39091" 8 "39"
"39093" 563 "39"
"39095" 218 "39"
"39097" 8 "39"
"39099" 564 "39"
"39101" 8 "39"
"39103" 116 "39"
"39105" 8 "39"
"39107" 266 "39"
"39109" 146 "39"
"39111" 23 "39"
"39113" 146 "39"
"39115" 156 "39"
"39117" 8 "39"
"39119" 156 "39"
"39121" 156 "39"
"39123" 218 "39"
"39125" 163 "39"
"39127" 156 "39"
"39129" 8 "39"
"39131" 53 "39"
"39133" 116 "39"
"39135" 146 "39"
"39137" 68 "39"
"39139" 93 "39"
"39141" 53 "39"
"39143" 218 "39"
"39145" 53 "39"
"39147" 68 "39"
"39149" 565 "39"
"39151" 111 "39"
"39153" 116 "39"
"39155" 566 "39"
"39157" 111 "39"
"39159" 8 "39"
"39161" 163 "39"
"39163" 8 "39"
"39165" 43 "39"
"39167" 23 "39"
"39169" 116 "39"
"39171" 163 "39"
"39173" 218 "39"
"39175" 68 "39"
"40001" 567 "40"
"40003" 295 "40"
"40005" 77 "40"
"40007" 285 "40"
"40009" 82 "40"
"40011" 173 "40"
"40013" 77 "40"
"40015" 157 "40"
"40017" 173 "40"
"40019" 107 "40"
"40021" 568 "40"
"40023" 145 "40"
"40025" 108 "40"
"40027" 260 "40"
"40029" 569 "40"
"40031" 157 "40"
"40033" 6 "40"
"40035" 283 "40"
"40037" 283 "40"
"40039" 173 "40"
"40041" 242 "40"
"40043" 206 "40"
"40045" 16 "40"
"40047" 295 "40"
"40049" 260 "40"
"40051" 107 "40"
"40053" 295 "40"
"40055" 207 "40"
"40057" 207 "40"
"40059" 206 "40"
"40061" 210 "40"
"40063" 570 "40"
"40065" 157 "40"
"40067" 6 "40"
"40069" 77 "40"
"40071" 571 "40"
"40073" 173 "40"
"40075" 157 "40"
"40077" 210 "40"
"40079" 210 "40"
"40081" 16 "40"
"40083" 173 "40"
"40085" 107 "40"
"40087" 260 "40"
"40089" 145 "40"
"40091" 283 "40"
"40093" 295 "40"
"40095" 77 "40"
"40097" 283 "40"
"40099" 107 "40"
"40101" 283 "40"
"40103" 572 "40"
"40105" 130 "40"
"40107" 283 "40"
"40109" 173 "40"
"40111" 283 "40"
"40113" 283 "40"
"40115" 242 "40"
"40117" 283 "40"
"40119" 573 "40"
"40121" 283 "40"
"40123" 574 "40"
"40125" 16 "40"
"40127" 145 "40"
"40129" 82 "40"
"40131" 283 "40"
"40133" 16 "40"
"40135" 210 "40"
"40137" 6 "40"
"40139" 285 "40"
"40141" 157 "40"
"40143" 283 "40"
"40145" 283 "40"
"40147" 130 "40"
"40149" 16 "40"
"40151" 295 "40"
"40153" 206 "40"
"41001" 252 "41"
"41003" 87 "41"
"41005" 12 "41"
"41007" 575 "41"
"41009" 106 "41"
"41011" 42 "41"
"41013" 249 "41"
"41015" 125 "41"
"41017" 249 "41"
"41019" 42 "41"
"41021" 183 "41"
"41023" 249 "41"
"41025" 249 "41"
"41027" 12 "41"
"41029" 125 "41"
"41031" 249 "41"
"41033" 125 "41"
"41035" 576 "41"
"41037" 249 "41"
"41039" 42 "41"
"41041" 87 "41"
"41043" 87 "41"
"41045" 252 "41"
"41047" 577 "41"
"41049" 149 "41"
"41051" 12 "41"
"41053" 578 "41"
"41055" 183 "41"
"41057" 126 "41"
"41059" 149 "41"
"41061" 252 "41"
"41063" 262 "41"
"41065" 183 "41"
"41067" 126 "41"
"41069" 249 "41"
"41071" 126 "41"
"42001" 579 "42"
"42003" 122 "42"
"42005" 580 "42"
"42007" 581 "42"
"42009" 31 "42"
"42011" 582 "42"
"42013" 31 "42"
"42015" 151 "42"
"42017" 583 "42"
"42019" 584 "42"
"42021" 31 "42"
"42023" 71 "42"
"42025" 196 "42"
"42027" 31 "42"
"42029" 585 "42"
"42031" 85 "42"
"42033" 31 "42"
"42035" 236 "42"
"42037" 236 "42"
"42039" 62 "42"
"42041" 49 "42"
"42043" 49 "42"
"42045" 586 "42"
"42047" 71 "42"
"42049" 62 "42"
"42051" 122 "42"
"42053" 85 "42"
"42055" 587 "42"
"42057" 49 "42"
"42059" 23 "42"
"42061" 31 "42"
"42063" 588 "42"
"42065" 122 "42"
"42067" 236 "42"
"42069" 105 "42"
"42071" 589 "42"
"42073" 122 "42"
"42075" 590 "42"
"42077" 196 "42"
"42079" 591 "42"
"42081" 236 "42"
"42083" 62 "42"
"42085" 592 "42"
"42087" 236 "42"
"42089" 593 "42"
"42091" 594 "42"
"42093" 236 "42"
"42095" 196 "42"
"42097" 236 "42"
"42099" 49 "42"
"42101" 595 "42"
"42103" 596 "42"
"42105" 597 "42"
"42107" 196 "42"
"42109" 236 "42"
"42111" 598 "42"
"42113" 151 "42"
"42115" 105 "42"
"42117" 151 "42"
"42119" 236 "42"
"42121" 85 "42"
"42123" 62 "42"
"42125" 599 "42"
"42127" 105 "42"
"42129" 122 "42"
"42131" 105 "42"
"42133" 600 "42"
"44001" 57 "44"
"44003" 57 "44"
"44005" 57 "44"
"44007" 57 "44"
"44009" 57 "44"
"45001" 129 "45"
"45003" 38 "45"
"45005" 38 "45"
"45007" 601 "45"
"45009" 124 "45"
"45011" 38 "45"
"45013" 95 "45"
"45015" 52 "45"
"45017" 124 "45"
"45019" 52 "45"
"45021" 117 "45"
"45023" 602 "45"
"45025" 209 "45"
"45027" 209 "45"
"45029" 52 "45"
"45031" 209 "45"
"45033" 209 "45"
"45035" 52 "45"
"45037" 38 "45"
"45039" 192 "45"
"45041" 209 "45"
"45043" 52 "45"
"45045" 115 "45"
"45047" 129 "45"
"45049" 52 "45"
"45051" 603 "45"
"45053" 95 "45"
"45055" 192 "45"
"45057" 136 "45"
"45059" 129 "45"
"45061" 209 "45"
"45063" 192 "45"
"45065" 38 "45"
"45067" 209 "45"
"45069" 209 "45"
"45071" 192 "45"
"45073" 115 "45"
"45075" 124 "45"
"45077" 115 "45"
"45079" 192 "45"
"45081" 129 "45"
"45083" 117 "45"
"45085" 604 "45"
"45087" 117 "45"
"45089" 209 "45"
"45091" 136 "45"
"46003" 3 "46"
"46005" 3 "46"
"46007" 3 "46"
"46009" 3 "46"
"46011" 3 "46"
"46013" 3 "46"
"46015" 3 "46"
"46017" 3 "46"
"46019" 3 "46"
"46021" 3 "46"
"46023" 3 "46"
"46025" 3 "46"
"46027" 3 "46"
"46029" 3 "46"
"46031" 3 "46"
"46033" 3 "46"
"46035" 3 "46"
"46037" 3 "46"
"46039" 3 "46"
"46041" 3 "46"
"46043" 3 "46"
"46045" 3 "46"
"46047" 3 "46"
"46049" 3 "46"
"46051" 3 "46"
"46053" 3 "46"
"46055" 3 "46"
"46057" 3 "46"
"46059" 3 "46"
"46061" 3 "46"
"46063" 3 "46"
"46065" 3 "46"
"46067" 3 "46"
"46069" 3 "46"
"46071" 3 "46"
"46073" 3 "46"
"46075" 3 "46"
"46077" 3 "46"
"46079" 3 "46"
"46081" 3 "46"
"46083" 3 "46"
"46085" 3 "46"
"46087" 3 "46"
"46089" 3 "46"
"46091" 3 "46"
"46093" 3 "46"
"46095" 3 "46"
"46097" 3 "46"
"46099" 3 "46"
"46101" 3 "46"
"46103" 3 "46"
"46105" 3 "46"
"46107" 3 "46"
"46109" 3 "46"
"46111" 3 "46"
"46115" 3 "46"
"46117" 3 "46"
"46119" 3 "46"
"46121" 3 "46"
"46123" 3 "46"
"46125" 3 "46"
"46127" 3 "46"
"46129" 3 "46"
"46135" 3 "46"
"46137" 3 "46"
"47001" 142 "47"
"47003" 66 "47"
"47005" 153 "47"
"47007" 267 "47"
"47009" 142 "47"
"47011" 267 "47"
"47013" 142 "47"
"47015" 66 "47"
"47017" 153 "47"
"47019" 189 "47"
"47021" 140 "47"
"47023" 153 "47"
"47025" 142 "47"
"47027" 294 "47"
"47029" 142 "47"
"47031" 66 "47"
"47033" 153 "47"
"47035" 294 "47"
"47037" 140 "47"
"47039" 153 "47"
"47041" 66 "47"
"47043" 140 "47"
"47045" 153 "47"
"47047" 195 "47"
"47049" 294 "47"
"47051" 66 "47"
"47053" 153 "47"
"47055" 214 "47"
"47057" 142 "47"
"47059" 197 "47"
"47061" 267 "47"
"47063" 142 "47"
"47065" 267 "47"
"47067" 197 "47"
"47069" 153 "47"
"47071" 153 "47"
"47073" 197 "47"
"47075" 153 "47"
"47077" 153 "47"
"47079" 153 "47"
"47081" 140 "47"
"47083" 140 "47"
"47085" 140 "47"
"47087" 294 "47"
"47089" 142 "47"
"47091" 189 "47"
"47093" 142 "47"
"47095" 153 "47"
"47097" 153 "47"
"47099" 214 "47"
"47101" 214 "47"
"47103" 231 "47"
"47105" 142 "47"
"47107" 142 "47"
"47109" 153 "47"
"47111" 79 "47"
"47113" 153 "47"
"47115" 267 "47"
"47117" 214 "47"
"47119" 214 "47"
"47121" 267 "47"
"47123" 142 "47"
"47125" 140 "47"
"47127" 66 "47"
"47129" 142 "47"
"47131" 153 "47"
"47133" 294 "47"
"47135" 140 "47"
"47137" 294 "47"
"47139" 267 "47"
"47141" 294 "47"
"47143" 267 "47"
"47145" 142 "47"
"47147" 140 "47"
"47149" 66 "47"
"47151" 142 "47"
"47153" 267 "47"
"47155" 142 "47"
"47157" 195 "47"
"47159" 112 "47"
"47161" 140 "47"
"47163" 197 "47"
"47165" 79 "47"
"47167" 195 "47"
"47169" 605 "47"
"47171" 189 "47"
"47173" 142 "47"
"47175" 294 "47"
"47177" 66 "47"
"47179" 189 "47"
"47181" 214 "47"
"47183" 153 "47"
"47185" 294 "47"
"47187" 140 "47"
"47189" 112 "47"
"48001" 199 "48"
"48003" 254 "48"
"48005" 150 "48"
"48007" 275 "48"
"48009" 6 "48"
"48011" 108 "48"
"48013" 72 "48"
"48015" 606 "48"
"48017" 108 "48"
"48019" 72 "48"
"48021" 167 "48"
"48023" 6 "48"
"48025" 275 "48"
"48027" 276 "48"
"48029" 72 "48"
"48031" 72 "48"
"48033" 108 "48"
"48035" 175 "48"
"48037" 225 "48"
"48039" 607 "48"
"48041" 302 "48"
"48043" 254 "48"
